distance,lat,status,lng,owner,type,address_type,manager,address_number,address_name,region/id,region/abbreviation,region/name,commune/id,commune/name,materials/0,materials/1,materials/2,materials/3,materials/4,materials/5
84.46305436255554,-41.88605600,open,-73.66201800,Municipalidad de Ancud,pv,,Municipalidad de Ancud,,Ruta 5 Sur km cruce El Quilar,10,ll,Los Lagos,254,Ancud,glass,paper,paperboard,plastic,metal,
84.5332373019443,-41.90848000,open,-73.64401000,Municipalidad de Ancud,pv,,Municipalidad de Ancud,,JJVV El Quilar,10,ll,Los Lagos,254,Ancud,plastic,,,,,
84.68774856186826,-41.91466500,open,-73.64075000,Municipalidad de Ancud,pv,,Municipalidad de Ancud,,Sector El quilar,10,ll,Los Lagos,254,Ancud,glass,paper,paperboard,plastic,metal,
86.9697934472932,-42.10500000,open,-73.44100000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Plaza Huite,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
90.92977977059,-40.68355800,open,-72.60455500,Municipalidad de Puyehue,pv,,Municipalidad de Puyehue,,Filiberto Novoa ,10,ll,Los Lagos,266,Puyehue,glass,paper,metal,,,
90.98127221107967,-41.90195700,open,-73.74089100,Municipalidad de Ancud,pv,,Municipalidad de Ancud,,Sector Cauipulli,10,ll,Los Lagos,254,Ancud,glass,paper,paperboard,plastic,metal,
91.19992692197246,-42.13350000,open,-73.47510000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Calle Los Ulmos,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
91.22780006928821,-42.13540000,open,-73.47240000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Mirador,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
91.40118800873402,-42.13610000,open,-73.47460000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Población Ilusión y Esperanza,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
91.7037301548421,-42.14020000,open,-73.47350000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Población padre Hurtado,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
91.85781311911819,-42.14340000,open,-73.47100000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Costanera,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
91.93074624966894,-42.14400000,open,-73.47140000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Biblioteca,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
92.01907268331041,-42.14420000,open,-73.47280000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Municipalidad Centro,10,ll,Los Lagos,261,Quemchi,glass,paper,paperboard,plastic,metal,power_bank
92.07204049731533,-42.14440000,open,-73.47350000,Municipalidad de Quemchi,pv,,Municipalidad de Quemchi,,Plaza de Armas,10,ll,Los Lagos,261,Quemchi,glass,plastic,metal,,,
